x,y,vx,vy
2.63524,2.85848,0.430069,0.910996
2.07341,2.76094,0.682316,0.228569
2.74452,2.48838,0.999244,0.719085
2.68128,2.65131,0.889026,0.84208
2.79534,1.01593,-0.0500197,0.599528
2.71383,1.56715,-0.977734,0.782626
2.21329,1.67887,-0.846131,0.620988
2.48427,2.14678,0.444923,0.998687
2.54613,1.23212,-0.666221,0.989449
2.5293,1.81789,-0.541358,0.995727
2.46103,2.5187,0.998168,0.992417
2.12194,1.04117,-0.128971,0.37377
2.31036,2.90324,0.299284,0.827672
2.97622,1.06293,-0.196413,0.0746265
2.67038,1.16255,-0.488724,0.8601
2.31236,2.00518,0.016269,0.831135
2.2568,2.5085,0.99954,0.721973
2.67322,2.36279,0.908444,0.855461
2.41365,2.34007,0.876347,0.963345
2.83728,2.18855,0.558253,0.489168
2.90507,2.27177,0.753714,0.293807
2.09515,2.88381,0.356934,0.294465
2.54426,1.96091,-0.122497,0.990285
2.34527,1.51189,-0.999207,0.884068
2.5145,1.92253,-0.240961,0.9989
2.91718,2.881,0.365181,0.257235
2.65979,2.92577,0.231071,0.876534
2.11376,1.75226,-0.702028,0.349821
2.26881,2.16264,0.488961,0.747572
2.98114,1.33623,-0.870484,0.0592176
2.3081,1.07589,-0.236137,0.823641
2.80135,2.11503,0.353526,0.584285
2.86399,2.09396,0.290869,0.414356
2.65393,2.23533,0.673702,0.885276
2.58567,2.85146,0.449875,0.963923
2.52844,1.59712,-0.953743,0.995942
2.65123,1.63792,-0.907495,0.889143
2.18501,1.59933,-0.951598,0.549005
2.29401,1.00771,-0.0242262,0.797781
2.68819,1.71571,-0.778953,0.830192
2.48372,2.25382,0.715496,0.998613
2.10194,2.1273,0.389298,0.314767
2.99183,1.22002,-0.637443,0.0256597
2.00819,1.01715,-0.0538425,0.0257184
2.3759,1.4463,-0.985743,0.924854
2.51137,2.08806,0.273107,0.999263
2.28715,1.58848,-0.961575,0.784574
2.2272,1.0727,-0.226391,0.654608
2.35058,2.34213,0.879444,0.891757
2.96701,2.935,0.20278,0.103433
2.15335,1.43376,-0.978328,0.463322
2.24278,2.45655,0.9906,0.690816
2.41383,1.34505,-0.883809,0.963488
2.29533,2.34214,0.879467,0.800254
2.48208,1.8867,-0.348454,0.998369
2.68921,2.3589,0.903265,0.828381
2.54724,1.85389,-0.443037,0.988912
2.99523,2.01197,0.0375876,0.0149942
2.06398,1.71691,-0.776573,0.199616
2.90541,1.349,-0.889474,0.292793
2.91491,2.43176,0.977003,0.264137
2.62438,1.76475,-0.673518,0.924567
2.94698,2.31067,0.828203,0.165787
2.34315,2.22528,0.650048,0.88095
2.50146,1.57434,-0.972764,0.999879
2.03434,1.44067,-0.982602,0.10767
2.37285,1.66755,-0.864584,0.921231
2.08674,1.20243,-0.593896,0.269125
2.99758,1.06684,-0.208433,0.00761529
2.12369,2.39548,0.946517,0.378833
2.79559,1.64853,-0.892999,0.598902
2.71207,1.91728,-0.256945,0.786066
2.77095,1.09521,-0.294641,0.659005
2.84614,2.24694,0.700252,0.464724
2.18286,1.25578,-0.719746,0.543357
2.09556,1.32356,-0.850194,0.295686
2.07916,2.5804,0.968158,0.246109
2.7398,1.19944,-0.586294,0.729344
2.6475,2.50973,0.999421,0.894492
2.15393,2.07428,0.231237,0.464922
2.57267,2.24373,0.692967,0.973947
2.31416,1.25899,-0.726772,0.834263
2.15928,1.83011,-0.508716,0.479721
2.39068,2.16735,0.501813,0.941507
2.03188,1.39503,-0.946012,0.0999725
2.8905,1.88585,-0.35095,0.337257
2.40122,1.76532,-0.672199,0.952134
2.58968,2.23372,0.669957,0.960472
2.90969,1.26388,-0.737181,0.279909
2.04698,1.07348,-0.22877,0.147035
2.16966,2.911,0.275932,0.508094
2.06501,1.31696,-0.839077,0.202811
2.9129,2.47413,0.996649,0.270216
2.0493,1.67977,-0.844623,0.15425
2.44775,1.24061,-0.685875,0.986447
2.75549,1.99093,-0.0284882,0.694748
2.71032,2.03864,0.121072,0.789498
2.40331,1.32847,-0.858231,0.954165
2.9319,2.44308,0.984018,0.212292
2.27111,2.44681,0.985963,0.752375
2.48277,1.08051,-0.250222,0.998484
2.53037,1.74694,-0.713801,0.995384
2.15828,2.88827,0.34382,0.476949
2.28813,1.79073,-0.611035,0.786466
2.65303,1.60896,-0.941881,0.88657
2.06105,2.06075,0.189674,0.190614
2.02056,1.57171,-0.97467,0.0645484
2.98586,2.33954,0.875535,0.0444
2.50902,2.40162,0.952518,0.99949
2.05052,2.62014,0.929511,0.158041
2.75858,2.77936,0.638927,0.687722
2.30526,1.55255,-0.986292,0.818536
2.72159,2.38361,0.93379,0.767235
2.9656,1.39934,-0.950358,0.107846
2.65157,1.66174,-0.87356,0.888659
2.98301,2.40495,0.955682,0.0533409
2.94774,2.5977,0.953168,0.163429
2.71157,1.91363,-0.268003,0.787047
2.08368,1.28416,-0.778708,0.25986
2.06063,2.43588,0.979722,0.18931
2.30824,1.71065,-0.788809,0.823894
2.25019,1.75079,-0.705285,0.707453
2.39181,1.33817,-0.873466,0.942685
2.15236,2.68705,0.832198,0.460566
2.90991,1.47433,-0.996639,0.279226
2.05053,1.95625,-0.137012,0.158084
2.19101,1.01939,-0.0608616,0.564674
2.24053,1.77237,-0.655628,0.685709
2.00907,1.20106,-0.590422,0.0284955
2.87753,1.85284,-0.445974,0.375285
2.30478,2.02827,0.0886858,0.817665
2.49449,1.89262,-0.330962,0.999739
2.90375,1.78701,-0.620234,0.297758
2.21538,2.85795,0.431575,0.62614
2.93983,1.53262,-0.994694,0.187899
2.44764,2.92378,0.237162,0.986393
2.0743,2.57931,0.969017,0.231296
2.13856,1.46676,-0.994442,0.421661
2.78537,1.00682,-0.0214266,0.62426
2.09398,1.45065,-0.987895,0.290942
2.91016,2.35734,0.901189,0.278467
2.08003,2.68488,0.835945,0.248758
2.69229,1.50149,-0.999936,0.822946
2.88008,1.06301,-0.196637,0.367867
2.80713,2.19839,0.583624,0.569449
2.55123,1.92737,-0.22617,0.986992
2.81203,2.55838,0.983128,0.556776
2.41478,2.10394,0.320739,0.96427
2.21933,1.99709,-0.00913632,0.635719
2.20825,2.55926,0.982639,0.60853
2.28819,1.51029,-0.999424,0.786586
2.75461,1.26485,-0.739258,0.696733
2.90423,2.35449,0.89723,0.296317
2.51872,1.7255,-0.759308,0.998164
2.83362,1.29367,-0.797082,0.499179
2.52069,2.98898,0.0345962,0.997822
2.18325,1.24377,-0.69309,0.544387
2.60739,2.84969,0.454833,0.943573
2.80559,2.34951,0.890252,0.57344
2.24733,1.48615,-0.999014,0.701119
2.17511,2.86072,0.42368,0.522741
2.08241,2.22179,0.641682,0.255994
2.79916,2.62555,0.923127,0.589855
2.38357,2.22295,0.644511,0.933742
2.22995,1.61501,-0.935329,0.661133
2.4829,2.17912,0.53344,0.998502
2.98605,2.4841,0.998664,0.0437971
2.81254,2.86708,0.405536,0.555431
2.19812,2.025,0.078438,0.582947
2.27008,2.55165,0.986786,0.750241
2.49185,1.39743,-0.948436,0.999586
2.90424,2.65601,0.882211,0.296303
2.00916,1.87597,-0.379823,0.0287589
2.52894,2.47637,0.997155,0.995816
2.03486,1.54435,-0.990201,0.109301
2.70095,2.17657,0.526667,0.8072
2.81284,1.65031,-0.890509,0.554639
2.19947,1.954,-0.144001,0.586403
2.18285,2.81369,0.552419,0.543332
2.60936,2.88541,0.352224,0.941477
2.62784,2.7514,0.703927,0.920325
2.93065,1.60618,-0.944783,0.216126
2.94136,2.0024,0.00752451,0.183155
2.54455,1.43643,-0.98002,0.990165
2.74389,2.23538,0.673821,0.720466
2.90073,1.80218,-0.58218,0.306806
2.53668,2.43856,0.981323,0.993312
2.12359,1.87185,-0.391784,0.378552
2.33447,1.72178,-0.76691,0.867744
2.13776,2.75726,0.690772,0.419385
2.12359,1.68982,-0.827356,0.378548
2.72539,1.16916,-0.506699,0.75958
2.40289,1.72541,-0.759482,0.95376
2.08313,1.70462,-0.800331,0.258183
2.80614,2.23842,0.680882,0.572019
2.02178,1.17563,-0.524141,0.0683746
2.4758,2.41573,0.965052,0.997035
2.54808,1.73044,-0.749138,0.988507
2.92369,2.12103,0.37111,0.237422
2.51388,2.37489,0.923661,0.999008
2.19181,2.40852,0.958877,0.56674
2.05751,2.63083,0.916663,0.179674
2.42413,2.94623,0.168109,0.971619
2.90803,2.92786,0.224679,0.284911
2.39543,2.40668,0.957231,0.946462
2.40034,2.81306,0.55406,0.951278
2.44239,2.94549,0.170398,0.983603
2.07204,1.03334,-0.104539,0.224375
2.58181,2.50879,0.999512,0.967057
2.41428,1.96423,-0.112146,0.963859
2.7758,1.22024,-0.637978,0.647458
2.67419,2.74563,0.716672,0.853877
2.57042,1.59944,-0.951491,0.975543
2.46312,1.1915,-0.565903,0.993186
2.06216,2.37903,0.928573,0.194013
2.6259,2.17062,0.510675,0.922699
2.80138,2.68923,0.828354,0.58422
2.55008,2.80589,0.572664,0.987545
2.34685,2.08957,0.277681,0.886384
2.63636,2.82935,0.510759,0.909545
2.35881,2.01232,0.038698,0.903143
2.72851,2.523,0.997309,0.753119
2.31342,2.95305,0.146969,0.832985
2.28713,2.35952,0.904095,0.78455
2.9551,1.79303,-0.605309,0.140586
2.07867,1.94839,-0.161434,0.244608
2.72687,2.05204,0.162752,0.756507
2.89174,1.92644,-0.229015,0.333549
2.16884,2.08954,0.277602,0.505876
2.82279,2.88085,0.365596,0.528336
2.15688,1.84319,-0.472891,0.473085
2.97157,2.56776,0.977362,0.0891823
2.31548,2.1293,0.395124,0.836559
2.10152,2.21117,0.615735,0.313528
2.10769,1.64853,-0.892998,0.331878
2.64487,2.89997,0.309074,0.898121
2.83809,2.07703,0.239631,0.486951
2.5912,2.98309,0.0531043,0.959172
2.6096,1.38305,-0.933187,0.941219
2.66925,2.75662,0.692213,0.861864
2.32558,2.57503,0.972271,0.853564
2.44426,1.11324,-0.34825,0.984635
2.26405,2.45759,0.991061,0.737571
2.89239,1.30051,-0.809867,0.331638
2.38486,1.92516,-0.232947,0.935184
2.71668,2.7581,0.68883,0.77707
2.34164,2.41327,0.963031,0.878735
2.64466,2.99415,0.0183776,0.898412
2.938,1.88508,-0.353211,0.193553
2.44106,1.57271,-0.973981,0.982814
2.32191,2.55367,0.985756,0.847431
2.67897,1.4916,-0.99955,0.846009
2.30506,1.00067,-0.00210618,0.818167
2.58658,1.71471,-0.780939,0.963145
2.31228,2.04563,0.142848,0.831004
2.22695,2.30458,0.817315,0.654018
2.97817,2.56882,0.976677,0.0685167
2.85041,2.36888,0.916247,0.452803
2.70288,1.22246,-0.6433,0.80362
2.36577,2.18443,0.547498,0.912334
2.39077,2.88438,0.355255,0.941603
2.68072,1.80075,-0.585847,0.843024
2.0215,1.64104,-0.903338,0.0675002
2.4578,2.49711,0.999891,0.991155
2.98009,2.53328,0.994429,0.0624989
2.81197,1.19254,-0.568604,0.55694
2.07754,2.51555,0.998717,0.241164
2.91674,1.54503,-0.989901,0.258572
2.19245,2.20796,0.607796,0.568403
2.5577,2.22984,0.660883,0.98351
2.27042,2.39745,0.948479,0.750959
2.53987,1.14386,-0.43667,0.992064
2.39198,1.68723,-0.831843,0.942869
2.32464,1.05693,-0.177884,0.851991
2.46851,1.64575,-0.89689,0.99502
2.63306,1.96427,-0.112018,0.913817
2.1731,2.77315,0.653818,0.517349
2.58819,1.50987,-0.999481,0.961759
2.95429,1.60742,-0.943493,0.143101
2.08144,1.57883,-0.969412,0.25305
2.5365,2.80709,0.569555,0.99337
2.98051,1.71174,-0.786729,0.0611981
2.90412,1.01834,-0.0575706,0.296646
2.48646,1.01139,-0.0357629,0.998984
2.51539,2.19814,0.582991,0.998745
2.73648,1.99244,-0.0237318,0.736404
2.13531,1.31009,-0.827148,0.412351
2.67617,1.16196,-0.487094,0.850626
2.09076,2.91607,0.260615,0.281272
2.78585,2.46473,0.993775,0.623091
2.08738,2.43358,0.978225,0.271043
2.18144,1.5153,-0.998745,0.539578
2.36572,1.13126,-0.400734,0.912264
2.06196,1.13203,-0.40295,0.193411
2.90299,2.48781,0.999167,0.300044
2.04131,2.3306,0.86161,0.129402
2.08356,1.02609,-0.0818493,0.259483
2.72071,1.86963,-0.398181,0.769001
2.03589,2.99636,0.0114295,0.112502
2.38254,2.25787,0.724296,0.9326
2.62495,1.33051,-0.861498,0.923862
2.73436,1.26234,-0.733909,0.740921
2.86803,2.6086,0.942304,0.402791
2.07914,1.63602,-0.91002,0.246034
2.67765,1.85378,-0.443344,0.848204
2.70515,2.65152,0.888729,0.799308
2.94181,2.58484,0.964633,0.181761
2.69729,2.5018,0.999872,0.813906
2.47658,1.73423,-0.741185,0.9972
2.50311,1.93646,-0.198261,0.999847
2.99281,1.09589,-0.296686,0.0225785
2.47366,2.7897,0.613605,0.996512
2.68803,2.77536,0.648528,0.830472
2.97576,1.90245,-0.301658,0.0760776
2.80489,1.3626,-0.908195,0.575246
2.7095,1.69126,-0.824787,0.79107
2.61038,2.65869,0.878188,0.940385
2.47031,1.5427,-0.990932,0.995542
2.35777,1.96682,-0.104043,0.901757
2.46089,1.69435,-0.819239,0.992367
2.24978,1.79209,-0.607677,0.706553
2.59227,1.5595,-0.982478,0.958245
2.96749,1.97101,-0.0909475,0.101936
2.41117,1.94337,-0.176969,0.961256
2.72776,2.79972,0.588435,0.754676
2.07032,1.34401,-0.882243,0.219095
2.86401,2.80437,0.576585,0.414297
2.31302,1.85006,-0.453781,0.832279
2.40401,1.55309,-0.986011,0.954837
2.09811,2.75516,0.695492,0.303351
2.99047,2.95453,0.14235,0.0299276
2.17581,1.14548,-0.441236,0.52463
2.62739,1.77186,-0.656842,0.920879
2.3949,2.00078,0.00244115,0.945916
2.84066,2.40147,0.952378,0.479887
2.94928,1.26819,-0.746285,0.158662
2.7951,1.06874,-0.214257,0.600133
2.3086,1.95895,-0.128584,0.824532
2.35603,2.1162,0.356956,0.899386
2.53728,1.92669,-0.228277,0.993115
2.17241,1.97027,-0.0932393,0.51549
2.63529,2.52852,0.995921,0.910929
2.66169,1.97456,-0.0798181,0.873675
2.6667,1.81028,-0.561298,0.865872
2.13902,2.53674,0.993292,0.422943
2.6118,2.37823,0.927622,0.938848
2.44004,1.48767,-0.99917,0.982206
2.76437,1.89115,-0.335309,0.674435
2.87258,2.88282,0.359866,0.389655
2.43583,1.94105,-0.184131,0.979697
2.94592,2.60324,0.947759,0.169061
2.65608,1.15439,-0.466192,0.8821
2.2086,1.7706,-0.659829,0.609389
2.74563,1.50542,-0.999744,0.716663
2.3225,2.25471,0.717451,0.848427
2.77792,2.74975,0.707628,0.642386
2.57126,2.52133,0.99771,0.974945
2.37321,1.49518,-0.999814,0.92166
2.55314,1.08661,-0.26875,0.986053
2.5018,2.38267,0.932738,0.999872
2.30491,1.9587,-0.129373,0.817893
2.60182,1.73212,-0.745614,0.94919
2.35434,2.47652,0.997186,0.897018
2.74237,1.49617,-0.999833,0.723796
2.21761,1.91447,-0.265454,0.631562
2.3906,2.44026,0.982333,0.941421
2.75238,2.4539,0.989426,0.701724
2.56924,2.20383,0.597404,0.976375
2.87166,1.99081,-0.0288753,0.39231
2.72409,2.65836,0.878681,0.762194
2.59542,2.869,0.400003,0.9553
2.6161,1.14092,-0.428363,0.934172
2.78908,2.89453,0.325274,0.615156
2.79791,2.6386,0.906638,0.593019
2.4659,2.96127,0.121373,0.994206
2.23906,2.82952,0.510287,0.682369
2.98405,1.75929,-0.686121,0.0500946
2.07977,2.57557,0.971885,0.24797
2.92988,2.13818,0.420569,0.218497
2.9404,1.84982,-0.454439,0.18614
2.47961,1.14403,-0.43716,0.997845
2.37797,2.02181,0.0684683,0.927317
2.95343,2.19803,0.5827,0.145772
2.83907,1.96696,-0.103609,0.484262
2.48133,1.45772,-0.991086,0.998211
2.42191,1.18263,-0.542724,0.969962
2.05946,1.94532,-0.170923,0.185696
2.23189,2.63498,0.911328,0.665722
2.1745,1.83177,-0.504235,0.521116
2.25863,2.317,0.839184,0.725939
2.88216,1.64323,-0.900421,0.361782
2.61565,1.23179,-0.665454,0.934687
2.55621,1.85238,-0.447276,0.98434
2.7849,1.66523,-0.868197,0.625429
2.60876,1.52994,-0.99547,0.942128
2.46969,2.16544,0.496604,0.995361
2.98384,2.09081,0.281427,0.05073
2.51319,1.80329,-0.579337,0.999087
2.78941,1.48183,-0.998261,0.614333
2.8446,1.25262,-0.712836,0.469013
2.42273,1.15148,-0.458078,0.970571
2.69895,2.8341,0.497879,0.810867
2.46651,1.89071,-0.336611,0.994429
2.87324,1.59905,-0.951871,0.387769
2.60675,1.05538,-0.173083,0.94422
2.71366,2.84424,0.469999,0.782964
2.53272,1.92317,-0.239002,0.994611
2.85995,2.21913,0.635238,0.425896
2.20287,2.72071,0.768997,0.595001
2.05265,1.031,-0.0972197,0.164649
2.86207,2.02502,0.0785046,0.419833
2.58275,2.72733,0.755563,0.966321
2.65109,2.6329,0.914018,0.889353
2.37674,1.27943,-0.769285,0.925853
2.53297,1.74937,-0.708419,0.99453
2.59324,2.8355,0.494081,0.957331
2.36921,1.17602,-0.525167,0.916659
2.2283,1.31801,-0.840876,0.657216
2.07217,2.91359,0.268117,0.224781
2.66723,1.90171,-0.303875,0.865036
2.54191,2.28259,0.775583,0.991236
2.54002,2.41245,0.962355,0.992002
2.23609,2.56162,0.981257,0.675472
2.13778,1.38576,-0.936214,0.419439
2.67194,1.66211,-0.872995,0.857558
2.27676,2.95165,0.151288,0.76392
2.86831,1.22232,-0.642954,0.401985
2.8637,1.15192,-0.459302,0.415193
2.03021,2.9653,0.108782,0.0947492
2.03566,1.78834,-0.616942,0.111793
2.76351,1.46334,-0.993319,0.676412
2.20389,2.14531,0.440786,0.597569
2.60563,1.84672,-0.463121,0.945345
2.73981,2.49849,0.999936,0.729316
2.82045,1.3409,-0.877568,0.53461
2.08755,1.54741,-0.988845,0.271571
2.3296,1.97351,-0.0831052,0.860007
2.94666,1.13031,-0.397991,0.166788
2.30635,2.86168,0.420961,0.820493
2.65917,2.51511,0.998794,0.87746
2.22091,2.67749,0.848463,0.639547
2.0841,1.09969,-0.308072,0.26112
2.01691,1.08878,-0.275288,0.0530856
2.78475,2.22983,0.660864,0.625794
2.10611,2.36263,0.908228,0.32719
2.42039,1.2076,-0.606857,0.968825
2.98842,2.69263,0.822347,0.036367
2.45271,2.6363,0.909614,0.988897
2.1741,1.20077,-0.589669,0.520026
2.96643,1.5955,-0.955272,0.105272
2.6775,1.41319,-0.962941,0.848457
2.74824,1.06486,-0.202327,0.710955
2.20852,1.73111,-0.747733,0.609189
2.85228,2.48468,0.998743,0.447571
2.42055,1.22886,-0.658563,0.968946
2.13823,1.0096,-0.0301423,0.420726
2.68877,1.16827,-0.50429,0.829164
2.38872,2.59188,0.958584,0.939457
2.57199,2.17636,0.526122,0.974425
2.40629,1.6013,-0.949686,0.956885
2.35737,2.6812,0.842211,0.901226
2.2322,1.61384,-0.936639,0.666436
2.83312,1.7828,-0.630559,0.500535
2.38215,1.2221,-0.642426,0.932156
2.67725,2.58526,0.964277,0.84887
2.50836,1.78969,-0.613603,0.999554
2.09603,2.77299,0.654205,0.297118
2.16624,1.74044,-0.727949,0.498798
2.42685,1.38324,-0.933412,0.973654
2.48297,1.3067,-0.821164,0.998511
2.1159,1.30654,-0.820878,0.356083
2.07594,2.87101,0.394192,0.236284
2.39816,2.72226,0.765887,0.949166
2.71911,1.01439,-0.0451932,0.772223
2.80813,2.48534,0.998833,0.566866
2.30321,1.02278,-0.07149,0.814849
2.75748,2.83813,0.486834,0.690263
2.43005,2.44616,0.985621,0.975849
2.84429,1.2641,-0.737645,0.469856
2.81213,1.74637,-0.715063,0.556511
2.09815,1.31509,-0.835889,0.303485
2.07617,2.30037,0.809636,0.236997
2.69067,2.01914,0.060102,0.82581
2.91789,1.74647,-0.714857,0.255062
2.31021,2.06848,0.213448,0.827404
2.92229,2.35088,0.892177,0.241686
2.3702,2.53335,0.994407,0.917911
2.32588,2.43399,0.978496,0.854031
2.24723,1.32346,-0.85003,0.700892
2.3767,1.82326,-0.527115,0.925807
2.03607,1.77973,-0.638003,0.113053
2.95624,2.51226,0.999177,0.137015
2.74522,2.92607,0.230151,0.717572
2.787,1.82489,-0.522764,0.620267
2.7125,2.31651,0.838347,0.785227
2.40938,1.17741,-0.528876,0.959649
2.26243,1.45713,-0.990846,0.734138
2.08324,1.67621,-0.85057,0.258509
2.3136,1.86662,-0.406834,0.833294
2.93284,1.76719,-0.667861,0.209404
2.71354,2.51119,0.99928,0.7832
2.17449,2.62606,0.922501,0.521078
2.12955,1.17169,-0.513571,0.395829
2.32071,1.00985,-0.0309509,0.84543
2.20437,2.66852,0.863022,0.598769
2.97493,1.33165,-0.863285,0.0786811
2.00392,1,0,0.0123192
3,3,8.75267e-17,8.75267e-17
2.01176,1.00392,-0.0123183,0.0369502
